datetime_UTC;PT;PL
01-01-2019 05:36;415.86;397.2
01-01-2019 05:40;408.46;397.4
01-01-2019 05:44;404.87;397.6
01-01-2019 05:48;401.67;398.2
01-01-2019 05:52;394.66;398.79
01-01-2019 05:56;387.67;399.39
01-01-2019 06:00;385.72;399.98
01-01-2019 06:04;385.58;402.37
01-01-2019 06:08;383.52;402.84
01-01-2019 06:12;366.11;403.32
01-01-2019 06:16;348.7;403.8
01-01-2019 06:20;331.29;404.27
01-01-2019 06:24;322.82;404.75
01-01-2019 06:28;314.31;405.18
01-01-2019 06:32;295.07;405.61
01-01-2019 06:36;275.82;406.04
01-01-2019 06:40;256.59;406.48
01-01-2019 06:44;237.35;406.91
01-01-2019 06:48;217.03;407.34
01-01-2019 06:52;210.54;407.77
01-01-2019 06:56;206.65;410.79
01-01-2019 07:00;200.16;411.22
01-01-2019 07:04;179.84;411.65
01-01-2019 07:08;159.52;412.08
01-01-2019 07:12;146.78;412.52
01-01-2019 07:16;134.03;412.95
01-01-2019 07:20;121.29;413.38
01-01-2019 07:24;115.13;413.81
01-01-2019 07:28;110.48;415.75
01-01-2019 07:32;116.58;417.69
01-01-2019 07:36;122.69;419.63
01-01-2019 07:40;128.79;421.57
01-01-2019 07:44;132.12;423.51
01-01-2019 07:48;143.2;433.2
01-01-2019 07:52;147.02;435.63
01-01-2019 07:56;153.6;438.05
01-01-2019 08:00;160.2;440.48
01-01-2019 08:04;164.7;442.9
01-01-2019 08:08;168.85;444.97
01-01-2019 08:12;175.1;447.05
01-01-2019 08:16;181.33;449.12
01-01-2019 08:20;199.55;451.2
01-01-2019 08:24;217.75;453.27
01-01-2019 08:28;233.5;463.64
01-01-2019 08:32;249.25;474.01
01-01-2019 08:36;256.36;475.74
01-01-2019 08:40;296.58;477.47
01-01-2019 08:44;318.31;479.2
01-01-2019 08:48;340.04;480.92
01-01-2019 08:52;361.78;482.65
01-01-2019 08:56;376.91;484.38
01-01-2019 09:00;394.08;488.15
01-01-2019 09:04;424.64;491.91
01-01-2019 09:08;453.33;493.8
01-01-2019 09:12;482.01;495.68
01-01-2019 09:16;510.69;497.56
01-01-2019 09:20;522.92;499.45
01-01-2019 09:24;535.76;501.96
01-01-2019 09:28;558.94;504.47
01-01-2019 09:32;571.79;506.98
01-01-2019 09:36;583.38;508.24
01-01-2019 09:40;605.3;509.49
01-01-2019 09:44;627.23;510.75
01-01-2019 09:48;649.15;512
01-01-2019 09:52;671.08;513.26
01-01-2019 09:56;691.15;514.52
01-01-2019 10:00;713.72;518.28
01-01-2019 10:04;755.11;522.05
01-01-2019 10:08;779.18;522.97
01-01-2019 10:12;803.24;523.88
01-01-2019 10:16;815.74;524.8
01-01-2019 10:20;827.99;525.48
01-01-2019 10:24;860.16;526.17
01-01-2019 10:28;892.32;526.86
01-01-2019 10:32;891.45;527.54
01-01-2019 10:36;892.64;530.29
01-01-2019 10:40;892;531.2
01-01-2019 10:44;888.26;532.12
01-01-2019 10:48;887.62;533.03
01-01-2019 10:52;888.81;535.78
01-01-2019 10:56;889.7;538.22
01-01-2019 11:00;875.44;540.66
01-01-2019 11:04;861.18;543.09
01-01-2019 11:08;846.92;545.53
01-01-2019 11:12;843.79;547.97
01-01-2019 11:16;850.42;560.16
01-01-2019 11:20;847.29;562.6
01-01-2019 11:24;825.1;565.04
01-01-2019 11:28;802.89;567.47
01-01-2019 11:32;780.7;569.91
01-01-2019 11:36;774.01;572.35
01-01-2019 11:40;763.04;570.52
01-01-2019 11:44;742.94;568.69
01-01-2019 11:48;731.99;566.87
01-01-2019 11:52;721.75;565.77
01-01-2019 11:56;702.38;564.67
01-01-2019 12:00;689.46;563.58
01-01-2019 12:04;676.53;562.48
01-01-2019 12:08;669.51;561.38
01-01-2019 12:12;662.5;560.29
01-01-2019 12:16;649.57;559.19
01-01-2019 12:20;638.01;558.09
01-01-2019 12:24;626.45;557
01-01-2019 12:28;621.86;555.9
01-01-2019 12:32;615.27;552.8
01-01-2019 12:36;611.17;552.18
01-01-2019 12:40;600.08;551.56
01-01-2019 12:44;589;550.94
01-01-2019 12:48;577.91;550.32
01-01-2019 12:52;566.83;549.7
01-01-2019 12:56;554.81;548.15
01-01-2019 13:00;551.75;546.6
01-01-2019 13:04;548.69;545.05
01-01-2019 13:08;545.63;543.5
01-01-2019 13:12;543.95;543.34
01-01-2019 13:16;540.77;543.18
01-01-2019 13:20;539.1;543.02
01-01-2019 13:24;537.47;542.9
01-01-2019 13:28;534.33;542.79
01-01-2019 13:32;531.19;542.67
01-01-2019 13:36;531.21;542.55
01-01-2019 13:40;530.86;542.07
01-01-2019 13:44;531;542.07
01-01-2019 13:48;531.41;542.07
01-01-2019 13:52;542.07;542.07
01-01-2019 13:56;542.07;542.07
01-01-2019 14:00;542.07;542.07
01-01-2019 14:04;542.71;542.71
01-01-2019 14:08;543.34;543.34
01-01-2019 14:12;544.62;544.62
01-01-2019 14:16;545.89;545.89
01-01-2019 14:20;546.31;546.31
01-01-2019 14:24;546.72;546.72
01-01-2019 14:28;547.56;547.56
01-01-2019 14:32;547.97;547.97
01-01-2019 14:36;548.39;548.39
01-01-2019 14:40;549.22;549.22
01-01-2019 14:44;549.27;549.27
01-01-2019 14:48;549.32;549.32
01-01-2019 14:52;549.41;549.41
01-01-2019 14:56;549.44;549.44
01-01-2019 15:00;549.48;549.48
01-01-2019 15:04;549.51;549.51
01-01-2019 15:08;549.6;549.6
01-01-2019 15:12;549.7;549.7
01-01-2019 15:16;548.03;548.03
01-01-2019 15:20;546.36;546.36
01-01-2019 15:24;544.7;544.7
01-01-2019 15:28;543.03;543.03
01-01-2019 15:32;539.69;539.69
01-01-2019 15:36;538.74;538.74
01-01-2019 15:40;537.78;537.78
01-01-2019 15:44;536.83;536.83
01-01-2019 15:48;535.88;535.88
01-01-2019 15:52;533.97;533.97
01-01-2019 15:56;535.8;535.8
01-01-2019 16:00;537.62;537.62
01-01-2019 16:04;539.45;539.45
01-01-2019 16:08;541.28;541.28
01-01-2019 16:12;544.93;544.93
01-01-2019 16:16;555.98;555.98
01-01-2019 16:20;567.02;567.02
01-01-2019 16:24;578.07;578.07
01-01-2019 16:28;589.12;589.12
01-01-2019 16:32;611.21;611.21
01-01-2019 16:36;624.27;624.27
01-01-2019 16:40;637.33;637.33
01-01-2019 16:44;650.38;650.38
01-01-2019 16:48;663.44;663.44
01-01-2019 16:52;689.56;689.56
01-01-2019 16:56;715.67;715.67
01-01-2019 17:00;734.63;734.63
01-01-2019 17:04;753.58;753.58
01-01-2019 17:08;791.49;791.49
01-01-2019 17:12;810.45;810.45
01-01-2019 17:16;829.4;829.4
01-01-2019 17:20;867.37;867.37
01-01-2019 17:24;886.35;886.35
01-01-2019 17:28;905.33;905.33
01-01-2019 17:32;943.3;943.3
01-01-2019 17:36;967.86;967.86
01-01-2019 17:40;976.04;976.04
01-01-2019 17:44;984.23;984.23
01-01-2019 17:48;992.41;992.41
01-01-2019 17:52;1016.97;1016.97
01-01-2019 17:56;1029.25;1029.25
01-01-2019 18:00;1041.52;1041.52
01-01-2019 18:04;1066.08;1066.08
01-01-2019 18:08;1090.99;1090.99
01-01-2019 18:12;1103.45;1103.45
01-01-2019 18:16;1115.91;1115.91
01-01-2019 18:20;1140.82;1140.82
01-01-2019 18:24;1153.27;1153.27
01-01-2019 18:28;1165.73;1165.73
01-01-2019 18:32;1186.35;1186.35
01-01-2019 18:36;1196.66;1196.66
01-01-2019 18:40;1206.98;1206.98
01-01-2019 18:44;1227.6;1227.6
01-01-2019 18:48;1237.91;1237.91
01-01-2019 18:52;1248.22;1248.22
01-01-2019 18:56;1248.34;1248.34
01-01-2019 19:00;1248.46;1248.46
01-01-2019 19:04;1248.51;1248.51
01-01-2019 19:08;1248.57;1248.57
01-01-2019 19:12;1248.63;1248.63
01-01-2019 19:16;1248.69;1248.69
01-01-2019 19:20;1233.2;1233.2
01-01-2019 19:24;1217.7;1217.7
01-01-2019 19:28;1209.95;1209.95
01-01-2019 19:32;1202.21;1202.21
01-01-2019 19:36;1194.46;1194.46
01-01-2019 19:40;1186.71;1186.71
01-01-2019 19:44;1177.29;1177.29
01-01-2019 19:48;1169.73;1167.88
01-01-2019 19:52;1166.93;1164.74
01-01-2019 19:56;1152.19;1161.6
01-01-2019 20:00;1143.25;1158.46
01-01-2019 20:04;1135.09;1156.1
01-01-2019 20:08;1121.14;1153.75
01-01-2019 20:12;1107.18;1151.39
01-01-2019 20:16;1104.84;1149.04
01-01-2019 20:20;1096.98;1141.17
01-01-2019 20:24;1093.05;1137.24
01-01-2019 20:28;1089.14;1133.31
01-01-2019 20:32;1085.21;1129.37
01-01-2019 20:36;1099.67;1125.44
01-01-2019 20:40;1115.45;1122.82
01-01-2019 20:44;1158.59;1120.19
01-01-2019 20:48;1201.74;1117.57
01-01-2019 20:52;1218.94;1109.85
01-01-2019 20:56;1239.99;1105.98
01-01-2019 21:00;1285.97;1102.12
01-01-2019 21:04;1380.43;1100.19
01-01-2019 21:08;1432.28;1098.26
01-01-2019 21:12;1484.13;1096.33
01-01-2019 21:16;1509.09;1094.4
01-01-2019 21:20;1535.01;1093.43
01-01-2019 21:24;1586.36;1092.47
01-01-2019 21:28;1637.7;1091.5
01-01-2019 21:32;1689.05;1090.54
01-01-2019 21:36;1730.79;1089.57
01-01-2019 21:40;1772.53;1088.61
01-01-2019 21:44;1818.54;1087.64
01-01-2019 21:48;1833.22;1086.67
01-01-2019 21:52;1841.16;1078.95
01-01-2019 21:56;1844.34;1066.47
01-01-2019 22:00;1887.86;1054
01-01-2019 22:04;1938.85;1049.01
01-01-2019 22:08;1977.99;1044.02
01-01-2019 22:12;2017.12;1039.02
01-01-2019 22:16;2021.33;1034.03
01-01-2019 22:20;2020.94;1029.04
01-01-2019 22:24;2020.55;1024.05
01-01-2019 22:28;2024.76;1019.06
01-01-2019 22:32;2028.97;1014.07
01-01-2019 22:36;1999.48;1009.08
01-01-2019 22:40;1982.24;1004.09
01-01-2019 22:44;1962.52;996.62
01-01-2019 22:48;1930.55;989.15
01-01-2019 22:52;1892.11;981.68
01-01-2019 22:56;1855.55;976.08
01-01-2019 23:00;1788.01;970.48
01-01-2019 23:04;1737.74;964.87
01-01-2019 23:08;1709.81;959.27
01-01-2019 23:12;1683;954.79
01-01-2019 23:16;1635.94;950.31
01-01-2019 23:20;1588.87;945.82
01-01-2019 23:24;1553.61;941.34
01-01-2019 23:28;1533.74;936.86
01-01-2019 23:32;1507.15;925.66
01-01-2019 23:36;1485.68;914.45
01-01-2019 23:40;1475.42;914.45
01-01-2019 23:44;1465.16;914.45
01-01-2019 23:48;1449.77;914.45
01-01-2019 23:52;1434.38;914.45
01-01-2019 23:56;1434.38;914.45
