datetime_UTC;PT;PL
01-01-2019 00:00;1800;600
01-01-2019 00:10;1800;600
01-01-2019 00:20;1800;600
01-01-2019 00:30;1800;600
01-01-2019 00:40;1800;600
01-01-2019 00:50;1800;600
01-01-2019 01:00;1800;600
01-01-2019 01:10;1800;600
01-01-2019 01:20;1800;600
01-01-2019 01:30;1800;600
01-01-2019 01:40;1800;600
01-01-2019 01:50;1800;600
01-01-2019 02:00;1800;600
01-01-2019 02:10;1800;600
01-01-2019 02:20;1800;600
01-01-2019 02:30;1800;600
01-01-2019 02:40;1800;600
01-01-2019 02:50;1800;600
01-01-2019 03:00;1800;600
01-01-2019 03:10;1800;600
01-01-2019 03:20;1800;600
01-01-2019 03:30;1800;600
01-01-2019 03:40;1800;600
01-01-2019 03:50;1800;600
01-01-2019 04:00;1800;600
01-01-2019 04:10;1800;600
01-01-2019 04:20;1800;600
01-01-2019 04:30;1800;600
01-01-2019 04:40;1800;600
01-01-2019 04:50;1800;600
01-01-2019 05:00;1800;600
01-01-2019 05:10;1800;600
01-01-2019 05:20;1800;600
01-01-2019 05:30;1800;600
01-01-2019 05:40;1800;600
01-01-2019 05:50;1800;2500
01-01-2019 06:00;1800;2500
01-01-2019 06:10;1800;2500
01-01-2019 06:20;1800;2500
01-01-2019 06:30;1800;2500
01-01-2019 06:40;1800;2500
01-01-2019 06:50;1800;2500
01-01-2019 07:00;1800;2500
01-01-2019 07:10;1800;2500
01-01-2019 07:20;1800;2500
01-01-2019 07:30;1800;2500
01-01-2019 07:40;1800;2500
01-01-2019 07:50;1800;2500
01-01-2019 08:00;1800;2500
01-01-2019 08:10;1800;2500
01-01-2019 08:20;1800;2500
01-01-2019 08:30;1800;2500
01-01-2019 08:40;1800;2500
01-01-2019 08:50;1800;2500
01-01-2019 09:00;1800;2500
01-01-2019 09:10;1800;2500
01-01-2019 09:20;1800;2500
01-01-2019 09:30;1800;2500
01-01-2019 09:40;1800;2500
01-01-2019 09:50;1800;2500
01-01-2019 10:00;1800;2500
01-01-2019 10:10;1800;2500
01-01-2019 10:20;1800;2500
01-01-2019 10:30;1800;2500
01-01-2019 10:40;1800;2500
01-01-2019 10:50;1800;2500
01-01-2019 11:00;1800;2500
01-01-2019 11:10;1800;2500
01-01-2019 11:20;1800;2500
01-01-2019 11:30;1800;2500
01-01-2019 11:40;1800;2500
01-01-2019 11:50;1800;2500
01-01-2019 12:00;1800;600
01-01-2019 12:10;1800;600
01-01-2019 12:20;1800;600
01-01-2019 12:30;1800;600
01-01-2019 12:40;1800;600
01-01-2019 12:50;1800;600
01-01-2019 13:00;1800;600
01-01-2019 13:10;1800;600
01-01-2019 13:20;1800;600
01-01-2019 13:30;1800;600
01-01-2019 13:40;1800;600
01-01-2019 13:50;1800;600
01-01-2019 14:00;1800;600
01-01-2019 14:10;1800;600
01-01-2019 14:20;1800;600
01-01-2019 14:30;1800;600
01-01-2019 14:40;1800;600
01-01-2019 14:50;1800;600
01-01-2019 15:00;1800;600
01-01-2019 15:10;1800;600
01-01-2019 15:20;1800;600
01-01-2019 15:30;1800;600
01-01-2019 15:40;1800;600
01-01-2019 15:50;1800;600
01-01-2019 16:00;1800;600
01-01-2019 16:10;1800;600
01-01-2019 16:20;1800;600
01-01-2019 16:30;1800;600
01-01-2019 16:40;1800;600
01-01-2019 16:50;1800;600
01-01-2019 17:00;1800;600
01-01-2019 17:10;1800;600
01-01-2019 17:20;1800;600
01-01-2019 17:30;1800;600
01-01-2019 17:40;1800;600
01-01-2019 17:50;1800;2500
01-01-2019 18:00;1800;2500
01-01-2019 18:10;1800;2500
01-01-2019 18:20;1800;2500
01-01-2019 18:30;1800;2500
01-01-2019 18:40;1800;2500
01-01-2019 18:50;1800;2500
01-01-2019 19:00;1800;2500
01-01-2019 19:10;1800;2500
01-01-2019 19:20;1800;2500
01-01-2019 19:30;1800;2500
01-01-2019 19:40;1800;2500
01-01-2019 19:50;1800;2500
01-01-2019 20:00;1800;2500
01-01-2019 20:10;1800;2500
01-01-2019 20:20;1800;2500
01-01-2019 20:30;1800;2500
01-01-2019 20:40;1800;2500
01-01-2019 20:50;1800;2500
01-01-2019 21:00;1800;2500
01-01-2019 21:10;1800;2500
01-01-2019 21:20;1800;2500
01-01-2019 21:30;1800;2500
01-01-2019 21:40;1800;2500
01-01-2019 21:50;1800;2500
01-01-2019 22:00;1800;2500
01-01-2019 22:10;1800;2500
01-01-2019 22:20;1800;2500
01-01-2019 22:30;1800;2500
01-01-2019 22:40;1800;2500
01-01-2019 22:50;1800;2500
01-01-2019 23:00;1800;2500
01-01-2019 23:10;1800;2500
01-01-2019 23:20;1800;2500
01-01-2019 23:30;1800;2500
01-01-2019 23:40;1800;2500
01-01-2019 23:50;1800;2500
02-01-2019 00:00;1800;600
02-01-2019 00:10;1800;600
02-01-2019 00:20;1800;600
02-01-2019 00:30;1800;600
02-01-2019 00:40;1800;600
02-01-2019 00:50;1800;600
02-01-2019 01:00;1800;600
02-01-2019 01:10;1800;600
02-01-2019 01:20;1800;600
02-01-2019 01:30;1800;600
02-01-2019 01:40;1800;600
02-01-2019 01:50;1800;600
02-01-2019 02:00;1800;600
02-01-2019 02:10;1800;600
02-01-2019 02:20;1800;600
02-01-2019 02:30;1800;600
02-01-2019 02:40;1800;600
02-01-2019 02:50;1800;600
02-01-2019 03:00;1800;600
02-01-2019 03:10;1800;600
02-01-2019 03:20;1800;600
02-01-2019 03:30;1800;600
02-01-2019 03:40;1800;600
02-01-2019 03:50;1800;600
02-01-2019 04:00;1800;600
02-01-2019 04:10;1800;600
02-01-2019 04:20;1800;600
02-01-2019 04:30;1800;600
02-01-2019 04:40;1800;600
02-01-2019 04:50;1800;600
02-01-2019 05:00;1800;600
02-01-2019 05:10;1800;600
02-01-2019 05:20;1800;600
02-01-2019 05:30;1800;600
02-01-2019 05:40;1800;600
02-01-2019 05:50;1800;2500
02-01-2019 06:00;1800;2500
02-01-2019 06:10;1800;2500
02-01-2019 06:20;1800;2500
02-01-2019 06:30;1800;2500
02-01-2019 06:40;1800;2500
02-01-2019 06:50;1800;2500
02-01-2019 07:00;1800;2500
02-01-2019 07:10;1800;2500
02-01-2019 07:20;1800;2500
02-01-2019 07:30;1800;2500
02-01-2019 07:40;1800;2500
02-01-2019 07:50;1800;2500
02-01-2019 08:00;1800;2500
02-01-2019 08:10;1800;2500
02-01-2019 08:20;1800;2500
02-01-2019 08:30;1800;2500
02-01-2019 08:40;1800;2500
02-01-2019 08:50;1800;2500
02-01-2019 09:00;1800;2500
02-01-2019 09:10;1800;2500
02-01-2019 09:20;1800;2500
02-01-2019 09:30;1800;2500
02-01-2019 09:40;1800;2500
02-01-2019 09:50;1800;2500
02-01-2019 10:00;1800;2500
02-01-2019 10:10;1800;2500
02-01-2019 10:20;1800;2500
02-01-2019 10:30;1800;2500
02-01-2019 10:40;1800;2500
02-01-2019 10:50;1800;2500
02-01-2019 11:00;1800;2500
02-01-2019 11:10;1800;2500
02-01-2019 11:20;1800;2500
02-01-2019 11:30;1800;2500
02-01-2019 11:40;1800;2500
02-01-2019 11:50;1800;2500
02-01-2019 12:00;1800;600
02-01-2019 12:10;1800;600
02-01-2019 12:20;1800;600
02-01-2019 12:30;1800;600
02-01-2019 12:40;1800;600
02-01-2019 12:50;1800;600
02-01-2019 13:00;1800;600
02-01-2019 13:10;1800;600
02-01-2019 13:20;1800;600
02-01-2019 13:30;1800;600
02-01-2019 13:40;1800;600
02-01-2019 13:50;1800;600
02-01-2019 14:00;1800;600
02-01-2019 14:10;1800;600
02-01-2019 14:20;1800;600
02-01-2019 14:30;1800;600
02-01-2019 14:40;1800;600
02-01-2019 14:50;1800;600
02-01-2019 15:00;1800;600
02-01-2019 15:10;1800;600
02-01-2019 15:20;1800;600
02-01-2019 15:30;1800;600
02-01-2019 15:40;1800;600
02-01-2019 15:50;1800;600
02-01-2019 16:00;1800;600
02-01-2019 16:10;1800;600
02-01-2019 16:20;1800;600
02-01-2019 16:30;1800;600
02-01-2019 16:40;1800;600
02-01-2019 16:50;1800;600
02-01-2019 17:00;1800;600
02-01-2019 17:10;1800;600
02-01-2019 17:20;1800;600
02-01-2019 17:30;1800;600
02-01-2019 17:40;1800;600
02-01-2019 17:50;1800;2500
02-01-2019 18:00;1800;2500
02-01-2019 18:10;1800;2500
02-01-2019 18:20;1800;2500
02-01-2019 18:30;1800;2500
02-01-2019 18:40;1800;2500
02-01-2019 18:50;1800;2500
02-01-2019 19:00;1800;2500
02-01-2019 19:10;1800;2500
02-01-2019 19:20;1800;2500
02-01-2019 19:30;1800;2500
02-01-2019 19:40;1800;2500
02-01-2019 19:50;1800;2500
02-01-2019 20:00;1800;2500
02-01-2019 20:10;1800;2500
02-01-2019 20:20;1800;2500
02-01-2019 20:30;1800;2500
02-01-2019 20:40;1800;2500
02-01-2019 20:50;1800;2500
02-01-2019 21:00;1800;2500
02-01-2019 21:10;1800;2500
02-01-2019 21:20;1800;2500
02-01-2019 21:30;1800;2500
02-01-2019 21:40;1800;2500
02-01-2019 21:50;1800;2500
02-01-2019 22:00;1800;2500
02-01-2019 22:10;1800;2500
02-01-2019 22:20;1800;2500
02-01-2019 22:30;1800;2500
02-01-2019 22:40;1800;2500
02-01-2019 22:50;1800;2500
02-01-2019 23:00;1800;2500
02-01-2019 23:10;1800;2500
02-01-2019 23:20;1800;2500
02-01-2019 23:30;1800;2500
02-01-2019 23:40;1800;2500
02-01-2019 23:50;1800;2500
